OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,EMS,PERM_ID,GNIS_ID,GlobalID,x2,y2
39,10139455,UNCLASSIFIED,THOMAS CREEK RURAL FIRE DEPARTMENT,541-947-2504,18983 NEW IDAHO ROAD, ,LAKEVIEW,OR,97630, ,LAKE,41037,"LOCATED ON THE EAST SIDE OF NEW IDAHO RD,268.69 FT NORTH OF KLAMATH FALLS-LAKEVIEW HIGHWAY.", , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",87482056,-120.4343103,42.1870464,NAVTEQ,2007Q2,ONENTITY,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,d5e671b2-e881-4146-9f3d-1f72444c8e75,-13406688.0801,5189039.9723
40,10477798,UNCLASSIFIED,SOUTHWEST POLK COUNTY RURAL FIRE PROTECTION DISTRICT STATION 110,503-831-3533,915 SOUTHEAST SHELTON STREET, ,DALLAS,OR,97338,2840,POLK,41053,SW CORNER OF SE SHELTON ST AND SE COURT ST., , , ,3/31/2008 12:00:00 AM,PHONE,3/31/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86531319,-123.3142603,44.9202291,NAVTEQ,2007Q2,ONENTITY,YES,TGS, ,00087,0,0,131,0,0,0,3,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,5e692328-50dd-4358-9b7d-7e69f4b62033,-13727282.673,5608972.3896
41,10479809,UNCLASSIFIED,UNITED STATES FOREST SERVICE - PROSPECT RANGER DISTRICT,541-560-3400,47201 STATE HIGHWAY 62, ,PROSPECT,OR,97536, ,JACKSON,41029,"ON THE WEST SIDE OF OR-62, BETWEEN .1 TO .2 MILES NORTH OF MILL CREEK DR.", , , ,4/9/2008 12:00:00 AM,PHONE,4/9/2008 12:00:00 AM,MANUAL,115310,"FIREFIGHTING, FOREST",129653064,-122.488939,42.762844,NAVTEQ,2007Q2,ONENTITY,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,3d96b3a4-3f7f-42a1-8e36-1f35e37bd1e0,-13635408.2886,5275944.2018
42,10491631,UNCLASSIFIED,UNITED STATES FOREST SERVICE - REDMOND HOTSHOTS,541-504-7351,1740 SOUTHEAST OCHOCO WAY,REDMOND AIR CENTER,REDMOND,OR,97756,9505,DESCHUTES,41017,LOCATED ON THE SOUTH SIDE OF SE USFS DRIVE .3 MILES EAST OF SOUTHEAST 10TH STREET., , , ,5/21/2008 12:00:00 AM,PHONE,5/21/2008 12:00:00 AM,MANUAL,115310,"FIREFIGHTING, FOREST",129643806,-121.1489836,44.2595117,NAVTEQ,2007Q2,ONENTITY,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,504b6684-00b9-4d8d-b8ea-c3a6b1b93e3f,-13486245.1929,5505690.9562
43,10462295,UNCLASSIFIED,PORTLAND FIRE AND RESCUE STATION 24 - SWAN ISLAND,503-823-3700,4515 NORTH MARYLAND AVENUE, ,PORTLAND,OR,97217,3223,MULTNOMAH,41051,SOUTHWEST SIDE OF THE INTERSECTION OF N GOING ST AND N MARYLAND AVE, , , ,3/13/2008 12:00:00 AM,PHONE,3/13/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21303090,-122.68144,45.5558283,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MULT_FIR25A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,dcf87d92-088e-47ad-b43a-3b9da54fb3fe,-13656837.4738,5709454.3217
44,10479815,UNCLASSIFIED,UNITED STATES FOREST SERVICE - WILD RIVERS RANGER DISTRICT,541-471-6500,2164 NORTHEAST SPAULDING AVENUE, ,GRANTS PASS,OR,97526,4811,JOSEPHINE,41033,ON THE SW SIDE OF NE SPAULDING AVE BETWEE .2 AND .3 MILES NE OF SHANNON LN., , , ,4/9/2008 12:00:00 AM,PHONE,4/9/2008 12:00:00 AM,MANUAL,115310,"FIREFIGHTING, FOREST",112428478,-123.2941626,42.4310655,NAVTEQ,2007Q2,ONENTITY,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,daa1399c-2f75-467a-95c0-cfedf387ed3f,-13725045.3499,5225771.8008
45,10462235,UNCLASSIFIED,EUGENE FIRE STATION 6 - SHELDON STATION,541-682-7100,2435 WILLAKENZIE ROAD, ,EUGENE,OR,97401,4871,LANE,41039,"LOCATED ON THE NORTHWEST SIDE OF WILLAKENZIE ROAD, APPROX. 411 FT NORTH OF SHELDON VILLAGE LOOP.", , , ,3/18/2008 12:00:00 AM,PHONE,3/18/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,37694474,-123.0741892,44.0802434,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR46A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,41689c5d-c77a-4c26-a3a9-300136f808f4,-13700558.0635,5477868.9379
46,10462393,UNCLASSIFIED,MCKENZIE FIRE AND RESCUE STATION 3 - CAMP CREEK STATION,541-746-6312,42870 MCKENZIE HIGHWAY, ,LEABURG,OR,97489,9631,LANE,41039,"LOCATED ON THE SOUTH SIDE OF MCKENZIE HIGHWAY, APPROX. 180 FT EAST OF JOHNSON CREEK ROAD.", , , ,3/13/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,121619565,-122.6760584,44.1066899,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR26A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,42735a83-5437-4709-afd4-58bdcfbd0523,-13656238.3595,5481968.0648
47,10462374,UNCLASSIFIED,SWEET HOME FIRE AND AMBULANCE DISTRICT STATION 22,541-367-5882,1390 47TH AVENUE, ,SWEET HOME,OR,97386,3235,LINN,41043,WEST SIDE OF 47TH AVE BETWEEN US 20 AND NANDINA ST, , , ,3/17/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121256937,-122.68188,44.40745,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LINN_FIR24A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,286f2a58-31b9-4f9a-8b00-d88fbe225c92,-13656886.4203,5528714.5352
48,10462281,UNCLASSIFIED,HINES FIRE DEPARTMENT,541-573-2251,101 EAST BARNES AVENUE, ,HINES,OR,97738, ,HARNEY,41025,LOC ON THE EAST CORNER OF S OREGON AVE AND BARNES AVE E., , , ,3/13/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86731016,-119.0821896,43.5617571,NAVTEQ,2007Q2,ONENTITY,NO,TGS,HARN_FIR01A,00162,0,0,16,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,N, , ,a377612d-2bfd-4be4-a3a8-50915f46492d,-13256170.7445,5397872.2479
49,10484033,UNCLASSIFIED,CENTRAL OREGON HELITAK - PRINEVILLE HELIBASE,541-416-6848,4550 AIRPORT WAY, ,PRINEVILLE,OR,97754,9399,CROOK,41013,LOCATED ON THE SOUTHWEST SIDE OF AIRPORT WAY .1 OF A MILE SOUTHWEST OF AVIATION BOULEVARD., , , ,5/9/2008 12:00:00 AM,PHONE,5/9/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,129639158,-120.9019751,44.2796942,NAVTEQ,2007Q2,ONENTITY,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,3efd2010-81af-40c8-adc8-dd46646b8296,-13458748.3373,5508828.5494
50,10462373,UNCLASSIFIED,HARRISBURG FIRE AND RESCUE STATION 41,541-995-6412,500 SMITH STREET, ,HARRISBURG,OR,97446,9655,LINN,41043,"LOCATED ON THE SOUTH SIDE OF SMITH STREET, BETWEEN 4TH STREET AND 6TH STREET.", , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,121278260,-123.16811,44.272023,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LINN_FIR06A,00154,0,0,23,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,0bcc29c1-4380-483f-a0e1-802d0d70a98c,-13711013.2844,5507635.8093
51,10139447,UNCLASSIFIED,PORTLAND FIRE AND RESCUE STATION 28 - ROSE CITY,503-823-3700,5540 NORTHEAST SANDY BOULEVARD, ,PORTLAND,OR,97213,3430,MULTNOMAH,41051,LOCATED ON THE SOUTHWEST CORNER OF NORTHEAST SANDY BOULEVARD AND NORTHEAST 56TH AVENUE., , , ,5/14/2008 12:00:00 AM,PHONE,5/14/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,21291105,-122.6057123,45.541506,NAVTEQ,2007Q2,ONENTITY,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,bbd1693c-3197-49ba-9e72-8d13520a64c0,-13648407.5025,5707177.668
52,10462372,UNCLASSIFIED,SWEET HOME FIRE AND AMBULANCE DISTRICT STATION 21,541-367-5882,1099 LONG STREET, ,SWEET HOME,OR,97386,2118,LINN,41043,SOUTHEAST SIDE OF LONG ST BETWEEN 10TH AVE AND 12TH AVE, , , ,3/17/2008 12:00:00 AM,PHONE,3/17/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86621254,-122.7309676,44.3961554,NAVTEQ,2007Q2,ONENTITY,YES,TGS,LINN_FIR07A,00365,0,0,138,0,0,0,4,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,ee5a5743-c4e6-4a12-b425-05bc35d8e676,-13662350.8274,5526954.7142
53,10462025,UNCLASSIFIED,CITY OF BEND FIRE DEPARTMENT STATION 302 - TUMALO FIRE STATION,541-322-6300,19850 4TH STREET, ,BEND,OR,97701,9036,DESCHUTES,41017,ON NORTH SIDE OF 4TH ST ACROSS FROM INTERSECTION OF BRUCE AVE AND 4TH ST, , , ,3/31/2008 12:00:00 AM,PHONE,3/31/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,89850835,-121.33158,44.1500111,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DESC_FIR14A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,1db60229-68ad-4d77-b44f-f3a9a7b30ed0,-13506571.7262,5488686.6965
54,10484045,UNCLASSIFIED,TUALATIN VALLEY FIRE AND RESCUE STATION 23 - ROBINHOOD,503-649-8577,3706 CEDAR OAK DRIVE, ,WEST LINN,OR,97068,1605,CLACKAMAS,41005,SOUTH SIDE OF CEDAR OAK DRIVE BETWEEN RIDGEWOOD WAY AND OLD RIVER DRIVE., , , ,5/12/2008 12:00:00 AM,PHONE,5/12/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",21358718,-122.6384937,45.3870164,NAVTEQ,2007Q2,ONENTITY,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,fb64b53f-12e7-4ffe-9aa4-16ab7c0a6d57,-13652056.7048,5682656.9362
55,10461962,UNCLASSIFIED,APPLEGATE VALLEY RURAL FIRE PROTECTION DISTRICT 9 STATION 2,541-899-1050,7774 UPPER APPLEGATE ROAD, ,JACKSONVILLE,OR,97530,8981,JACKSON,41029,WEST SIDE OF UPPER APPLEGATE RD .91 MILES SOUTHWEST OF SOUTHERN MOST 902 RD, , , ,3/11/2008 12:00:00 AM,PHONE,3/11/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,129659718,-123.0680422,42.14032,NAVTEQ,2007Q2,ONENTITY,NO,TGS,JACK_FIR05A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,860064c3-8fc0-405b-88fe-1e134a6488dc,-13699873.7317,5182022.4605
56,10479600,UNCLASSIFIED,UNITED STATES FOREST SERVICE - DETROIT RANGER DISTRICT,503-854-3366,44125 STATE HIGHWAY 22, ,DETROIT,OR,97342, ,MARION,41047,ON THE NW SIDE OF OR-22 BETWEEN 1.1 AND 1.2 MILES SW OF FRENCH CREEK RD SE, , , ,4/8/2008 12:00:00 AM,PHONE,4/8/2008 12:00:00 AM,MANUAL,115310,"FIREFIGHTING, FOREST",121577463,-122.17474,44.7312715,NAVTEQ,2007Q2,ONENTITY,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,fbb009ee-c6d7-4588-87a1-1e726ce1b63f,-13600431.8696,5579314.9296
57,10462062,UNCLASSIFIED,NYSSA FIRE DEPARTMENT,541-372-3800,203 GOOD AVENUE, ,NYSSA,OR,97913,3835,MALHEUR,41045,ON THE SOUTHWEST CORNER OF GOOD AVE AND S 2ND ST, , , ,5/9/2008 12:00:00 AM,PHONE,5/30/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86678518,-116.9953003,43.8755405,NAVTEQ,2007Q2,ONENTITY,YES,TGS,MALH_FIR02A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,e887d423-4b24-4049-b63c-1ce56050f8df,-13023859.3353,5446202.5685
58,10462061,UNCLASSIFIED,MYRTLE POINT FIRE DEPARTMENT STATION 1,541-572-5422,320 5TH STREET, ,MYRTLE POINT,OR,97458,1039,COOS,41011,ON NORTHEAST CORNER OF MAPLE STREET AND 4TH STREET., , , ,3/19/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86796842,-124.1427012,43.0646901,NAVTEQ,2007Q2,ONENTITY,YES,TGS,COOS_FIR16A,00251,0,0,21,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,26574caa-8c79-40e8-a9cd-2e2616268902,-13819504.2313,5321824.0261
59,10461871,UNCLASSIFIED,EUGENE FIRE STATION 9 - VALLEY RIVER STATION,541-682-7100,697 GOODPASTURE ISLAND ROAD, ,EUGENE,OR,97401,6563,LANE,41039,LOCATED ON THE SOUTHWEST CORNER OF GOODPASTURE ISLAND ROAD AND KINGSLEY ROAD., , , ,3/18/2008 12:00:00 AM,PHONE,3/18/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,37694266,-123.1119441,44.0839258,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR49A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,b7aaf6e6-fbf4-4c60-afb1-f4b0b63379c0,-13704760.9219,5478439.572
60,10462234,UNCLASSIFIED,BOARDMAN RURAL FIRE PROTECTION DISTRICT STATION 1,541-481-3473,300 SOUTHWEST WILSON LANE, ,BOARDMAN,OR,97818,8029,MORROW,41049,NORTH SIDE OF SW WILSON LN BETWEEN SW LOCUST RD AND CONDOR RD., , , ,3/11/2008 12:00:00 AM,PHONE,3/11/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86399775,-119.7059662,45.8282117,NAVTEQ,2007Q2,ONENTITY,YES,TGS,MORR_FIR02A,00030,0,0,84,0,0,0,3,LOCAL, ,MOSTLY VOLUNTEER, , , ,N, , ,f286d8da-2afd-4491-8a8a-857897c78f3c,-13325609.3025,5752863.1533
61,10462233,UNCLASSIFIED,CITY OF HEPPNER FIRE DEPARTMENT,541-676-9618,197 WEST WILLOW STREET, ,HEPPNER,OR,97836,7312,MORROW,41049,NORTHEAST SIDE OF THE INTERSECTION OF GALE ST AND WILLOW ST, , , ,3/11/2008 12:00:00 AM,PHONE,4/2/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86462878,-119.5545489,45.3547702,NAVTEQ,2007Q2,ONENTITY,NO,TGS,MORR_FIR01A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,62a4e687-b5b7-4b66-a391-0b8d36b8afc0,-13308753.588,5677547.3196
62,10461870,UNCLASSIFIED,EUGENE FIRE STATION 11 - SANTA CLARA STATION,541-682-7100,111 SANTA CLARA AVENUE, ,EUGENE,OR,97404,2078,LANE,41039,"LOCATED ON THE NORTH SIDE OF SANTA CLARA AVENUE, BETWEEN RIVER ROAD AND JASMINE STREET.", , , ,3/18/2008 12:00:00 AM,PHONE,3/18/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,37683853,-123.1317733,44.1005672,NAVTEQ,2007Q2,ONENTITY,NO,TGS,LANE_FIR51A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,db175cb5-763a-4619-8636-dc0e0c7dfb8f,-13706968.299,5481018.8888
63,10462111,UNCLASSIFIED,COLTON RURAL FIRE PROTECTION DISTRICT 70 - MAIN STATION,503-824-2545,20987 SOUTH STATE HIGHWAY 211, ,COLTON,OR,97017, ,CLACKAMAS,41005,ON NORTH SIDE OF SOUTH STATE HIGHWAY 211 BETWEEN SOUTH CAMP COLTON ROAD AND SOUTH WALL STREET., , , ,3/14/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,109777234,-122.4347115,45.1723106,NAVTEQ,2007Q2,ONENTITY,YES,TGS,CLAC_FIR41A,00065,0,0,33,0,0,0,2,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,5e87635d-13b7-4d5a-a070-aec05b4ea776,-13629371.7728,5648689.6454
64,10462085,UNCLASSIFIED,CLATSKANIE RURAL FIRE - MAIN STATION,503-728-2025,280 SOUTHEAST THIRD STREET, ,CLATSKANIE,OR,97016, ,COLUMBIA,41009,N OF INTERSECTION SE 3RD ST AND SE TRUE HAAK ST., , , ,3/17/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,92597857,-123.20249,46.1021671,NAVTEQ,2007Q2,ONENTITY,YES,TGS,COLU_FIR10A,00061,0,0,32,0,0,0,4,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,409d1525-4b33-4096-a611-92a1f85d4de5,-13714840.5024,5796737.1445
65,10462226,UNCLASSIFIED,MCMINNVILLE FIRE DEPARTMENT,503-435-5800,175 NORTHEAST 1ST STREET, ,MCMINNVILLE,OR,97128,6048,YAMHILL,41071,NORTH SIDE OF NE 1ST STREET BETWEEN NE BAKER ST AND SOUTHEAST ADAMS STREET, , , ,3/13/2008 12:00:00 AM,PHONE,3/31/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86491367,-123.1983895,45.2089806,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR06A,00437,0,0,112,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,f1ea4fc3-e24c-4441-9e50-b2c7965eba09,-13714384.0132,5654481.8753
66,10462225,UNCLASSIFIED,MERRILL RURAL FIRE PROTECTION DISTRICT,541-798-5821,216 MAIN STREET, ,MERRILL,OR,97633, ,KLAMATH,41035,"WEST SIDE OF N MAIN ST, BETWEEN W FRONT ST AND W 1ST ST", , , ,3/13/2008 12:00:00 AM,PHONE,4/11/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86911689,-121.6004416,42.0245104,NAVTEQ,2007Q2,ONENTITY,YES,TGS,KLAM_FIR16A,00227,0,0,30,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,e5429f96-233f-4fc9-9cae-54f2f5d0c91b,-13536501.2029,5164652.2526
67,10462224,UNCLASSIFIED,WEST VALLEY FIRE DISTRICT,503-876-2004,825 NORTHEAST MAIN STREET, ,WILLAMINA,OR,97396, ,YAMHILL,41071,SOUTH SIDE OF NE MAIN STREET 0.11 MILES NORTHEAST OF THE INTERSECTION WITH NE OAKEN HILLS DRIVE, , , ,3/14/2008 12:00:00 AM,PHONE,3/28/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,109790005,-123.4764095,45.0813898,NAVTEQ,2007Q2,ONENTITY,YES,TGS,YAMH_FIR05A,00553,0,0,46,0,0,0,2,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,ab7e09cf-95aa-4427-b9d2-2045a6e68c65,-13745333.0478,5634344.2091
68,10462215,UNCLASSIFIED,CITY OF BEND FIRE DEPARTMENT STATION 301 - WEST FIRE STATION,541-322-6300,1212 SOUTHWEST SIMPSON AVENUE, ,BEND,OR,97702,3191,DESCHUTES,41017,ON NORTH SIDE OF SW SIMPSON AVE 0.10 MILES WEST OF SW COLUMBIA STREET, , , ,3/31/2008 12:00:00 AM,PHONE,4/2/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,89856766,-121.3290921,44.0485209,NAVTEQ,2007Q2,ONENTITY,NO,TGS,DESC_FIR03A,00024,0,0,90,0,0,0,5,LOCAL, ,MOSTLY CAREER, , , ,Y, , ,d00bd378-2822-4c53-92e4-3733d35c6f73,-13506294.7738,5472954.4999
69,10462170,UNCLASSIFIED,AZALEA RURAL FIRE PROTECTION DISTRICT,541-837-3668,495 AZALEA GLEN ROAD, ,AZALEA,OR,97410, ,DOUGLAS,41019,LOC ON THE NW SIDE OF AZALEA GLEN RD 0.23 MILES NE OF FORREST RD, , , ,3/12/2008 12:00:00 AM,PHONE,3/12/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",119679226,-123.2594625,42.7962892,NAVTEQ,2007Q2,ONENTITY,YES,TGS,DOUG_FIR28A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,dc89144c-fda1-46ab-88bb-bf14623dd4ba,-13721182.5527,5281016.7263
70,10462169,UNCLASSIFIED,KENO RURAL FIRE PROTECTION DISTRICT STATION 1 - HEADQUARTERS,541-883-3062,14800 PUCKET ROAD, ,KLAMATH FALLS,OR,97601, ,KLAMATH,41035,"SE SIDE OF PUCKET RD, LESS THAN A TENTH OF A MILE SW OF CLOVER CREEK RD", , , ,3/13/2008 12:00:00 AM,PHONE,3/14/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121744603,-121.9238906,42.1337493,NAVTEQ,2007Q2,ONENTITY,YES,TGS,KLAM_FIR17A,00187,0,0,35,0,0,0,4,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,f1a76039-b19b-47a6-83ef-61dd150f876e,-13572507.3765,5181036.0964
71,10462156,UNCLASSIFIED,PINE VALLEY RURAL FIRE PROTECTION DISTRICT,541-742-6796,125 WEST RECORD STREET, ,HALFWAY,OR,97834, ,BAKER,41001,LOCATED ON SOUTH SIDE OF EAST RECORD STREET BETWEEN N MAIN ST AND CENTER ST, , , ,4/1/2008 12:00:00 AM,PHONE,4/1/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,87816332,-117.110162,44.8770601,NAVTEQ,2007Q2,ONENTITY,YES,TGS,BAKE_FIR03A,00289,0,0,10,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,7fea506a-5168-4204-818d-9f94a02929ff,-13036645.7023,5602188.427
72,10462155,UNCLASSIFIED,HUNTINGTON VOLUNTEER FIRE DEPARTMENT,541-869-2001,50 EAST ADAMS STREET, ,HUNTINGTON,OR,97907, ,BAKER,41001,LOCATED ON THE SOUTHEAST CORNER OF ADAMS STREET EAST AND LINCOLN STREET, , , ,3/13/2008 12:00:00 AM,PHONE,3/27/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,86604318,-117.2676506,44.3503702,NAVTEQ,2007Q2,ONENTITY,YES,TGS,BAKE_FIR06A,00166,0,0,8,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,e09877e0-4892-427d-a92c-40d189661d79,-13054177.2333,5519824.4565
73,10462154,UNCLASSIFIED,EAGLE VALLEY RURAL FIRE PROTECTION DISTRICT,541-893-3119,89 MAIN STREET, ,RICHLAND,OR,97870,6738,BAKER,41001,NORTHEAST CORNER OF 1ST STREET AND MAIN STREET., , , ,5/8/2008 12:00:00 AM,PHONE,5/8/2008 12:00:00 AM,MANUAL,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",87428734,-117.1676594,44.7694119,NAVTEQ,2007Q2,ONENTITY,YES,TGS,BAKE_FIR12A, ,0,0,0,0,0,0,0, , , , , , ,N, , ,f785c618-2e6d-40fd-b931-8a18fcae4801,-13043046.2841,5585293.4601
74,10462153,UNCLASSIFIED,POWDER RIVER / MOSQUITO FLAT NORTH RURAL FIRE PROTECTION DISTRICT,541-894-0140,39744 SUMPTER VALLEY HIGHWAY, ,BAKER CITY,OR,97814, ,BAKER,41001,LOCATED ON NORTH SIDE SUMPTER VALLEY HIGHWAY 0.41 MILES SOUTHWEST FROM HUCKLEBERRY LOOP, , , ,3/13/2008 12:00:00 AM,PHONE,3/12/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,121575343,-118.1733698,44.7204658,NAVTEQ,2007Q2,ONENTITY,YES,TGS,BAKE_FIR14A,00511,0,0,12,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,1da404e4-de77-415c-995c-fb6031fea1bd,-13155001.4387,5577621.9493
75,10462145,UNCLASSIFIED,PHILOMATH FIRE AND RESCUE STATION 201,541-929-3002,1035 MAIN STREET, ,PHILOMATH,OR,97370, ,BENTON,41003,ON NORTH SIDE OF MAIN STREET BETWEEN SOUTH 11TH STREET AND SOUTH 10TH STREET., , , ,3/12/2008 12:00:00 AM,PHONE,3/26/2008 12:00:00 AM,MANUAL,922160,FIRE AND RESCUE SERVICE,87428639,-123.3717214,44.540581,NAVTEQ,2007Q2,ONENTITY,YES,TGS,BENT_FIR10A,00534,0,0,31,0,0,0,3,LOCAL, ,MOSTLY VOLUNTEER, , , ,Y, , ,21a856f7-dc79-49df-9ef7-69aba1153089,-13733679.204,5549483.4941
76,10461961,UNCLASSIFIED,APPLEGATE VALLEY RURAL FIRE PROTECTION DISTRICT 9 STATION 1,541-899-1050,18489 NORTH APPLEGATE ROAD, ,GRANTS PASS,OR,97527,9459,JACKSON,41029,SOUTH SIDE OF N APPLEGATE RD .14 MILES NORTHWEST OF HWY 238, , , ,3/11/2008 12:00:00 AM,PHONE,3/11/2008 12:00:00 AM,MANUAL,922160,AMBULANCE AND FIRE SERVICE COMBINED,129654702,-123.1706597,42.2568088,NAVTEQ,2007Q2,ONENTITY,NO,TGS,JACK_FIR08A, ,0,0,0,0,0,0,0, , , , , , ,Y, , ,f1f515dc-acba-41f6-a71a-e9b13d71096e,-13711297.0594,5199526.6546
